ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-3056N|refseq:NP_206807|uniprotkb:P56155	DIP-3058N|refseq:NP_206974|uniprotkb:P56112	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4314E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3059N|refseq:NP_207076|uniprotkb:O25055	DIP-3056N|refseq:NP_206807|uniprotkb:P56155	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4315E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3056N|refseq:NP_206807|uniprotkb:P56155	DIP-3060N|refseq:NP_207115|uniprotkb:O25086	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4316E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3056N|refseq:NP_206807|uniprotkb:P56155	DIP-3061N|refseq:NP_207378|uniprotkb:O25305	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4317E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3063N|refseq:NP_207434|uniprotkb:O25357	DIP-3056N|refseq:NP_206807|uniprotkb:P56155	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4319E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3056N|refseq:NP_206807|uniprotkb:P56155	DIP-3064N|refseq:NP_207508|uniprotkb:P56143	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4320E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3066N|refseq:NP_208066|uniprotkb:O25864	DIP-3056N|refseq:NP_206807|uniprotkb:P56155	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4322E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3067N|refseq:NP_208142|uniprotkb:O25905	DIP-3056N|refseq:NP_206807|uniprotkb:P56155	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4323E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3053N|refseq:NP_207224|uniprotkb:O34810	DIP-3056N|refseq:NP_206807|uniprotkb:P56155	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4324E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3056N|refseq:NP_206807|uniprotkb:P56155	DIP-3068N|refseq:NP_207222|uniprotkb:O34461	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4325E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3070N|refseq:NP_207400|uniprotkb:O25326	DIP-3069N|refseq:NP_206812|uniprotkb:P42383	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4326E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3069N|refseq:NP_206812|uniprotkb:P42383	DIP-3071N|refseq:NP_207816|uniprotkb:O25670	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4327E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3069N|refseq:NP_206812|uniprotkb:P42383	DIP-3072N|refseq:NP_207915|uniprotkb:O25749	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4328E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3073N|refseq:NP_208008|uniprotkb:O25815	DIP-3069N|refseq:NP_206812|uniprotkb:P42383	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4329E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3074N|refseq:NP_206813|uniprotkb:P48225	DIP-3074N|refseq:NP_206813|uniprotkb:P48225	-	-	-	-	MI:0018(two hybrid)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0071(molecular sieving)	-	pubmed:11196647|pubmed:DIP-1074S|pubmed:20194796|pubmed:DIP-14419S|pubmed:20194796|pubmed:DIP-14419S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-4330E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-3074N|refseq:NP_206813|uniprotkb:P48225	DIP-3053N|refseq:NP_207224|uniprotkb:O34810	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4331E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	-	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4332E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3076N|refseq:NP_206840|uniprotkb:O24879	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4333E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3077N|refseq:NP_207026|uniprotkb:O25014	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4334E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3079N|refseq:NP_207481|uniprotkb:O25396	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4336E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3080N|refseq:NP_207491|uniprotkb:O25404	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4337E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3081N|refseq:NP_207552|uniprotkb:O25454	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4338E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3082N|refseq:NP_207584|uniprotkb:Q59465	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4339E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3083N|refseq:NP_207760|uniprotkb:O25622	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4340E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3084N|refseq:NP_207807|uniprotkb:O25661	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4341E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3085N|refseq:NP_207974|uniprotkb:O25795	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4342E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3086N|refseq:NP_208059|uniprotkb:O25857	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4343E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3075N|refseq:NP_206818|uniprotkb:O24861	DIP-3087N|refseq:NP_208241|uniprotkb:O25989	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4344E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3088N|refseq:NP_208281|uniprotkb:O26023	DIP-3075N|refseq:NP_206818|uniprotkb:O24861	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4345E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3090N|refseq:NP_207012|uniprotkb:O25003	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4346E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3092N|refseq:NP_207323|uniprotkb:O25262	DIP-3089N|refseq:NP_206830|uniprotkb:O24871	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4348E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3093N|refseq:NP_207343|uniprotkb:P55980	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4349E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3094N|refseq:NP_207402|uniprotkb:O25328	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4350E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3095N|refseq:NP_207831|uniprotkb:O06758	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4353E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3096N|refseq:NP_207863|uniprotkb:P55989	DIP-3089N|refseq:NP_206830|uniprotkb:O24871	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4354E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3097N|refseq:NP_208014|uniprotkb:O25820	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4355E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3089N|refseq:NP_206830|uniprotkb:O24871	DIP-3087N|refseq:NP_208241|uniprotkb:O25989	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4356E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3098N|refseq:NP_208261|uniprotkb:P56105	DIP-3089N|refseq:NP_206830|uniprotkb:O24871	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4357E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3101N|refseq:NP_206833|uniprotkb:O24874	DIP-3104N|refseq:NP_207079|uniprotkb:O08314	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4362E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3101N|refseq:NP_206833|uniprotkb:O24874	DIP-3095N|refseq:NP_207831|uniprotkb:O06758	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4363E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3105N|refseq:NP_208304|uniprotkb:O26043	DIP-3101N|refseq:NP_206833|uniprotkb:O24874	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4364E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3101N|refseq:NP_206833|uniprotkb:O24874	DIP-3106N|refseq:NP_208358|uniprotkb:O26087	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4365E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3107N|refseq:NP_206834|uniprotkb:P56066	DIP-3107N|refseq:NP_206834|uniprotkb:P56066	-	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4366E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3110N|refseq:NP_206819|uniprotkb:O24862	DIP-3109N|refseq:NP_206843|uniprotkb:O24883	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4368E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3109N|refseq:NP_206843|uniprotkb:O24883	DIP-3111N|refseq:NP_206852|uniprotkb:O24892	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4369E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3112N|refseq:NP_206855|uniprotkb:O24895	DIP-3109N|refseq:NP_206843|uniprotkb:O24883	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4370E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3059N|refseq:NP_207076|uniprotkb:O25055	DIP-3109N|refseq:NP_206843|uniprotkb:O24883	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4371E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3109N|refseq:NP_206843|uniprotkb:O24883	DIP-3113N|refseq:NP_207179|uniprotkb:O25143	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11196647|pubmed:DIP-1074S	taxid:85962(Helicobacter pylori 26695)	taxid:85962(Helicobacter pylori 26695)	MI:0218(physical interaction)	MI:0465(dip)	DIP-4372E	dip-quality-status:	dip:0005(high throughput)		-
